gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,Student_ID,Feedback_Text,Risk_Level,gpa,attendance_rate,participation_score,late_submissions
male,group C,bachelor's degree,free/reduced,none,38,61,50,STU10249,My home situation makes it hard to focus on studies.,2,1.79,49,45,15
female,group D,master's degree,standard,completed,74,74,79,STU10250,I find the coursework challenging but rewarding.,0,2.72,94,82,1
female,group B,high school,standard,none,53,54,58,STU10251,I love this subject and enjoy the classes.,0,2.44,99,77,0
male,group C,associate's degree,standard,none,81,69,76,STU10252,My confidence in this subject has grown significantly.,0,3.09,85,95,2
female,group E,some college,standard,completed,68,73,77,STU10253,The study materials are excellent and easy to follow.,0,2.85,96,82,2
female,group B,associate's degree,standard,completed,48,64,78,STU10254,I think I could do better if I focused more.,1,2.55,81,54,5
female,group B,high school,free/reduced,none,55,72,69,STU10255,I enjoy group projects and collaborative learning.,0,2.66,97,90,0
male,group E,some high school,standard,none,91,84,76,STU10256,I'm motivated to keep improving my grades.,0,3.25,85,86,0
female,group C,some high school,free/reduced,completed,28,35,43,STU10257,I don't understand the lectures at all anymore.,2,1.54,46,47,15
female,group C,high school,standard,none,70,69,72,STU10258,I need to study more consistently going forward.,1,2.85,90,61,4
female,group A,some college,standard,none,55,58,70,STU10259,I have difficulty concentrating during class.,2,2.69,44,39,4
female,group C,associate's degree,free/reduced,completed,59,71,71,STU10260,I am satisfied with my performance and feel well-prepared.,0,2.99,95,84,2
female,group D,some college,standard,completed,85,100,97,STU10261,I consistently complete assignments on time and enjoy learning.,0,3.79,93,76,2
male,group D,associate's degree,free/reduced,none,49,52,54,STU10262,Some topics are clear but others are confusing.,1,1.7,90,71,3
female,group C,master's degree,free/reduced,none,37,58,55,STU10263,Some topics are clear but others are confusing.,1,1.92,84,74,3
female,group C,high school,standard,none,60,64,77,STU10264,I sometimes fall behind on homework but catch up eventually.,1,2.57,86,67,1
female,group B,bachelor's degree,standard,none,65,87,82,STU10265,The study materials are excellent and easy to follow.,0,3.06,90,92,1
female,group E,associate's degree,free/reduced,none,75,73,78,STU10266,I am doing well and understanding the concepts clearly.,0,2.88,94,84,1
male,group A,associate's degree,standard,none,54,53,44,STU10267,I feel overwhelmed by the amount of work assigned.,2,1.97,68,12,15
male,group B,some high school,standard,none,70,55,48,STU10268,I don't understand the lectures at all anymore.,2,2.25,43,14,14
female,group C,some college,standard,none,49,43,57,STU10269,I don't understand the lectures at all anymore.,2,2.19,50,11,6
female,group D,high school,standard,none,80,76,76,STU10270,My confidence in this subject has grown significantly.,0,3.32,86,79,0
female,group D,some college,free/reduced,completed,61,79,82,STU10271,I'm motivated to keep improving my grades.,0,2.87,86,94,0
female,group D,high school,standard,none,74,72,72,STU10272,I am doing well and understanding the concepts clearly.,0,3.12,89,91,1
female,group C,bachelor's degree,standard,none,81,95,91,STU10273,I consistently complete assignments on time and enjoy learning.,0,3.38,88,75,2
female,group D,some college,free/reduced,none,66,69,76,STU10274,I participate actively in class discussions.,0,2.86,93,99,1
female,group E,some college,standard,none,65,74,74,STU10275,I love this subject and enjoy the classes.,0,2.67,100,81,0
female,group E,bachelor's degree,standard,none,64,77,70,STU10276,The test was manageable and I understood most concepts.,0,3.13,99,77,2
male,group A,associate's degree,standard,none,56,55,49,STU10277,I don't understand the lectures at all anymore.,2,2.3,75,44,8
male,group C,bachelor's degree,standard,completed,92,94,89,STU10278,I feel supported by my teachers and peers.,0,3.39,90,100,1
female,group E,bachelor's degree,free/reduced,none,58,61,62,STU10279,The exam was average difficulty for me.,1,2.65,77,81,1
female,group D,some college,standard,completed,78,74,88,STU10280,I am doing well and understanding the concepts clearly.,0,3.1,89,94,0
female,group B,associate's degree,standard,none,44,54,47,STU10281,I attend classes regularly but don't always pay attention.,1,2.11,86,76,4
female,group D,associate's degree,standard,completed,60,74,80,STU10282,The exam was average difficulty for me.,1,2.71,72,78,4
male,group A,associate's degree,standard,none,50,51,43,STU10283,I don't understand the lectures at all anymore.,2,2.18,75,50,13
female,group C,some college,standard,completed,65,86,90,STU10284,I feel confident about my progress this semester.,0,2.92,86,78,2
female,group D,associate's degree,free/reduced,completed,70,83,91,STU10285,I feel confident about my progress this semester.,0,2.98,92,86,2
male,group B,some high school,standard,completed,61,53,58,STU10286,I feel isolated and don't have anyone to help me.,2,2.05,75,27,6
male,group B,associate's degree,standard,none,45,44,41,STU10287,I'm considering dropping out because I can't keep up.,2,1.76,72,20,13
male,group C,some high school,standard,none,65,59,52,STU10288,I think I might fail this course without help.,2,2.45,61,46,4
male,group C,high school,free/reduced,none,60,51,53,STU10289,I struggled a lot with the material this term.,2,2.55,56,23,13
male,group C,master's degree,standard,none,62,52,62,STU10290,I think I could do better if I focused more.,1,2.66,87,68,3
female,group B,associate's degree,standard,completed,50,68,72,STU10291,I understand lectures but struggle with practice problems.,1,2.46,84,54,1
female,group A,some high school,free/reduced,none,33,42,43,STU10292,I think I might fail this course without help.,2,1.56,53,31,13
female,group A,some college,free/reduced,none,48,67,50,STU10293,My confidence in this subject has grown significantly.,0,2.39,96,87,0
female,group D,some high school,standard,completed,78,89,86,STU10294,I enjoy group projects and collaborative learning.,0,3.42,95,82,1
female,group A,bachelor's degree,standard,none,53,50,49,STU10295,I sometimes fall behind on homework but catch up eventually.,1,1.7,79,74,5
male,group C,some college,standard,none,55,46,46,STU10296,I feel isolated and don't have anyone to help me.,2,2.21,60,22,6
female,group C,some high school,free/reduced,completed,30,40,46,STU10297,I have difficulty concentrating during class.,2,1.52,59,41,4
male,group C,some college,standard,none,50,40,39,STU10298,I am disappointed with my scores and feel lost.,2,1.72,55,23,13
male,group D,associate's degree,free/reduced,none,47,53,54,STU10299,I struggled a lot with the material this term.,2,2.13,70,28,12
female,group D,associate's degree,free/reduced,completed,37,63,58,STU10300,The exam was average difficulty for me.,1,2.41,81,75,3
male,group E,high school,standard,none,89,72,71,STU10301,I am satisfied with my performance and feel well-prepared.,0,3.15,91,86,2
male,group E,associate's degree,standard,none,86,77,77,STU10302,"Great learning experience, the teacher is very helpful.",0,3.2,93,94,2
female,group C,high school,standard,completed,60,59,73,STU10303,I need to study more consistently going forward.,1,2.48,80,85,3
male,group C,high school,standard,none,71,55,46,STU10304,"It was fine, not great. I have room to improve.",1,2.21,71,52,1
male,group C,associate's degree,standard,none,69,72,64,STU10305,I am doing well and understanding the concepts clearly.,0,2.75,89,94,2
female,group D,associate's degree,standard,none,65,71,66,STU10306,I feel supported by my teachers and peers.,0,2.42,94,93,1
female,group C,some college,standard,completed,88,91,89,STU10307,I participate actively in class discussions.,0,3.6,94,90,0
female,group C,some high school,standard,completed,56,52,66,STU10308,I think I could do better if I focused more.,1,2.25,79,51,5
female,group C,high school,standard,completed,58,71,78,STU10309,I'm motivated to keep improving my grades.,0,2.98,92,98,0
female,group E,bachelor's degree,standard,none,67,72,76,STU10310,I feel confident about my progress this semester.,0,3.04,97,79,2
male,group B,bachelor's degree,free/reduced,none,78,51,55,STU10311,"I feel neutral about school, neither excited nor worried.",1,2.14,70,78,3
male,group E,high school,standard,none,78,67,55,STU10312,I consistently complete assignments on time and enjoy learning.,0,2.59,100,98,2
male,group D,bachelor's degree,free/reduced,none,51,45,49,STU10313,I need to study more consistently going forward.,1,1.98,85,83,4
female,group B,associate's degree,standard,none,57,63,69,STU10314,I need to study more consistently going forward.,1,2.55,87,72,3
male,group E,high school,free/reduced,none,50,52,48,STU10315,The questions were confusing and I couldn't finish on time.,2,1.82,59,24,8
male,group D,some high school,standard,none,76,82,83,STU10316,I enjoy group projects and collaborative learning.,0,2.98,100,85,1
male,group B,high school,standard,none,56,52,47,STU10317,My home situation makes it hard to focus on studies.,2,2.24,58,17,13
male,group D,some college,standard,none,73,66,70,STU10318,I consistently complete assignments on time and enjoy learning.,0,2.7,96,99,0
male,group E,some college,standard,none,66,70,67,STU10319,"Great learning experience, the teacher is very helpful.",0,2.37,99,95,1
male,group A,high school,standard,none,54,44,42,STU10320,The questions were confusing and I couldn't finish on time.,2,1.9,75,27,6
female,group E,some college,standard,none,56,64,60,STU10321,The study materials are excellent and easy to follow.,0,2.19,92,95,0
female,group C,associate's degree,standard,completed,62,88,87,STU10322,I am satisfied with my performance and feel well-prepared.,0,3.02,100,78,2
male,group D,high school,free/reduced,none,62,52,55,STU10323,I did okay but could do better with more effort.,1,2.64,75,76,4
male,group E,high school,standard,none,80,71,61,STU10324,I love this subject and enjoy the classes.,0,2.66,94,95,0
female,group C,some college,standard,none,79,92,89,STU10325,I feel supported by my teachers and peers.,0,3.59,92,92,2
female,group C,some college,free/reduced,none,80,88,91,STU10326,The study materials are excellent and easy to follow.,0,3.08,90,88,0
male,group D,high school,free/reduced,none,74,73,65,STU10327,I did okay but could do better with more effort.,1,2.74,85,61,3
male,group B,high school,standard,none,54,49,46,STU10328,I struggled a lot with the material this term.,2,2.07,61,28,11
male,group D,associate's degree,standard,none,85,89,90,STU10329,I'm motivated to keep improving my grades.,0,3.52,89,91,1
female,group B,high school,standard,none,61,66,68,STU10330,I enjoy group projects and collaborative learning.,0,2.33,99,95,1
female,group C,some college,standard,none,59,70,74,STU10331,I am satisfied with my performance and feel well-prepared.,0,2.94,91,80,2
male,group D,some college,free/reduced,none,57,53,65,STU10332,My home situation makes it hard to focus on studies.,2,2.28,60,15,10
female,group A,some college,free/reduced,none,47,63,52,STU10333,I think I might fail this course without help.,2,2.14,55,10,8
female,group C,high school,standard,none,71,84,71,STU10334,I consistently complete assignments on time and enjoy learning.,0,3.22,95,84,2
female,group E,associate's degree,standard,none,100,95,99,STU10335,The study materials are excellent and easy to follow.,0,3.73,96,97,0
male,group D,some college,standard,none,71,75,76,STU10336,The test was manageable and I understood most concepts.,0,2.69,94,97,0
male,group B,some high school,standard,none,85,87,77,STU10337,I'm motivated to keep improving my grades.,0,3.16,92,82,0
male,group C,associate's degree,free/reduced,none,69,65,66,STU10338,My study habits are strong and I feel on track.,0,2.75,98,97,2
female,group C,some college,standard,completed,74,68,77,STU10339,I understand lectures but struggle with practice problems.,1,3.05,76,65,5
male,group C,some college,standard,completed,97,88,90,STU10340,My confidence in this subject has grown significantly.,0,3.69,96,77,2
